,views,products,products_quan,carts,carts_quan,wish,wish_quan
1629448353149793647,310,"[2000000012209.0, 2000000073651.0, 2000000086705.0, 2000000002248.0, 2000000104812.0, 2000000090566.0, 2000000065229.0, 2000000012209.0, 2000000007779.0, 2000000057972.0, 2000000080161.0, 2000000107059.0, 2000000104379.0, 2000000097053.0, 2000000081571.0, 2000000062327.0, 2000000105116.0, 2000000073651.0, 2000000107059.0, 2000000055701.0, 2000000065373.0, 2000000102979.0, 2000000106991.0, 2000000094304.0, 2000000082257.0, 2000000030623.0, 2000000097800.0, 2000000104812.0, 2000000007779.0, 2000000096971.0, 2000000097800.0, 2000000070704.0, 2000000060521.0, 2000000097329.0, 2000000064550.0, 2000000012209.0, 2000000077789.0, 2000000097794.0, 2000000044590.0, 2000000070704.0, 2000000107059.0, 2000000104379.0, 2000000106991.0, 2000000055701.0, 2000000081571.0, 2000000057972.0, 2000000090061.0, 2000000067681.0, 2000000072647.0, 2000000064550.0, 2000000030623.0, 2000000030623.0, 2000000103679.0, 2000000030623.0, 2000000096971.0, 2000000103679.0, 2000000094304.0, 2000000062327.0, 2000000102979.0, 2000000030623.0, 2000000044590.0, 2000000002248.0, 2000000085241.0, 2000000072647.0, 2000000062327.0, 2000000077789.0, 2000000062297.0, 2000000057972.0, 2000000090061.0, 2000000090566.0, 2000000065229.0, 2000000097053.0, 2000000065373.0, 2000000082257.0, 2000000097794.0, 2000000103679.0, 2000000077789.0, 2000000077789.0, 2000000105222.0, 2000000039718.0, 2000000030623.0, 2000000081304.0, 2000000075051.0, 2000000062402.0, 2000000012209.0, 2000000080154.0, 2000000067704.0, 2000000076003.0, 2000000108247.0, 2000000098067.0, 2000000067704.0, 2000000098067.0, 2000000003504.0, 2000000067933.0, 2000000095844.0, 2000000069746.0, 2000000072364.0, 2000000034737.0, 2000000069746.0, 2000000071398.0, 2000000081304.0, 2000000101712.0, 2000000055107.0, 2000000080994.0, 2000000101712.0, 2000000082004.0, 2000000080161.0, 2000000028507.0, 2000000028507.0, 2000000047409.0, 2000000095059.0, 2000000047409.0, 2000000047409.0, 2000000034737.0, 2000000026480.0, 2000000072364.0, 2000000068091.0, 2000000084442.0, 2000000106700.0, 2000000026480.0, 2000000007694.0, 2000000069746.0, 2000000059396.0, 2000000075303.0, 2000000064154.0, 2000000043265.0, 2000000107332.0, 2000000084442.0, 16777215.0, 16777215.0, 2000000093123.0, 2000000029764.0, 2000000094311.0, 2000000094311.0, 2000000093093.0, 2000000093093.0, 2000000053301.0, 2000000053301.0, 2000000060521.0, 2000000053301.0, 2000000060521.0, 2000000057903.0, 2000000057903.0, 2000000053301.0, 2000000053301.0, 2000000100968.0, 2000000100968.0, 2000000101194.0, 2000000090320.0, 2000000084626.0, 2000000014210.0, 2000000014210.0, 2000000081960.0, 2000000081960.0, 2000000090320.0, 2000000092942.0, 2000000097831.0, 2000000101187.0, 2000000089294.0, 2000000081267.0, 2000000081267.0, 2000000084169.0, 2000000026565.0, 2000000030623.0, 2000000084169.0, 2000000057972.0, 2000000087306.0, 2000000067995.0, 2000000082257.0, 2000000055527.0, 2000000071206.0, 2000000087337.0, 2000000106540.0, 2000000087337.0, 2000000071183.0, 2000000071206.0, 2000000087337.0, 2000000087337.0, 2000000071244.0, 2000000102924.0, 2000000103792.0, 2000000077819.0, 2000000103792.0, 2000000077819.0, 2000000077789.0, 2000000071206.0, 2000000071206.0, 2000000076331.0]",188.0,,,,
1633634303153984335,2139,"[2000000107592.0, 2000000108087.0, 2000000108216.0, 2000000107462.0, 2000000079394.0, 2000000107455.0, 2000000108711.0, 2000000108711.0, 2000000102306.0, 2000000034737.0, 2000000102443.0, 2000000106892.0, 2000000107356.0, 2000000107479.0, 2000000106472.0, 2000000107455.0, 2000000107325.0, 2000000107349.0, 2000000067407.0, 2000000107301.0, 2000000111063.0, 2000000107301.0, 2000000110936.0, 2000000112343.0, 2000000109961.0, 2000000112503.0, 2000000112428.0, 2000000111834.0, 2000000112503.0, 2000000112503.0, 2000000111575.0, 2000000094335.0, 2000000112503.0, 2000000112503.0, 2000000107219.0, 2000000114477.0, 2000000113777.0, 2000000069692.0, 2000000112923.0, 2000000069692.0, 2000000069692.0, 2000000112503.0, 2000000069692.0, 2000000110615.0, 2000000087023.0, 2000000087023.0, 2000000060941.0, 2000000029108.0, 2000000084145.0, 2000000069623.0, 2000000095714.0, 2000000094977.0, 2000000010977.0, 2000000113531.0, 2000000094953.0, 2000000084725.0, 2000000069692.0, 2000000069692.0]",58.0,,,,
163438380455362422,3,"[2000000106533.0, 2000000108247.0, 2000000107752.0]",3.0,,,,
1634384141988466336,1,[2000000103167.0],1.0,,,,
1634384894456548198,1,,,,,,
1634385171128981966,1,,,,,,
1614789364986927580,32,,,,,,
1634377309106388557,1,,,,,,
1634378547706387965,1,,,,,,
1634378748653772075,1,,,,,,
1634379260955964743,1,,,,,,
1634379928751963958,1,,,,,,
1634380170969600491,1,,,,,,
163438116250401676,1,,,,,,
1634382651381496235,1,,,,,,
1634383477906027611,1,,,,,,
1634384130888063860,1,[2000000032009.0],1.0,,,,
163438664096557319,14,"[2000000091167.0, 2000000107158.0, 2000000107585.0, 2000000098364.0]",4.0,,,,
1634387079529875390,4,,,,,,
16343871071035429849,4,[2000000092805.0],1.0,,,,
1634387276427046273,3,"[2000000103167.0, 2000000106328.0, 2000000103167.0]",3.0,,,,
1634387404865909783,4,,,,,,
16343706051019699665,14,"[2000000107585.0, 2000000032009.0, 2000000099828.0, 2000000101552.0, 2000000099835.0, 2000000099835.0]",6.0,,,,
1634387469536084431,3,[2000000107585.0],1.0,,,,
1634387979252902110,1,,,,,,
1633249876639226347,17,"[2000000068589.0, 2000000067933.0, 2000000081137.0, 2000000063218.0, 2000000090405.0, 2000000065472.0, 2000000053684.0]",7.0,,,,
1634387619812801782,2,,,,,,
1634387645416409041,16,"[2000000104010.0, 2000000107844.0, 2000000029764.0, 2000000104010.0]",4.0,,,,
16343877095547621,4,,,,,,
163047961971450358,376,"[2000000107585.0, 2000000107844.0, 2000000096872.0, 2000000107745.0, 2000000096872.0, 2000000051673.0, 2000000108414.0, 2000000108209.0, 2000000013329.0, 2000000003528.0, 2000000059303.0, 2000000101330.0, 2000000109435.0, 2000000081335.0, 2000000094984.0, 2000000092072.0, 2000000092614.0, 2000000073651.0, 2000000108452.0, 2000000108278.0, 2000000088105.0, 2000000062594.0, 2000000078427.0, 2000000053684.0, 2000000091686.0, 2000000101347.0, 2000000003603.0, 2000000003573.0, 2000000107837.0, 2000000107936.0, 2000000069609.0, 2000000029108.0, 2000000107561.0, 2000000076768.0, 2000000101699.0, 2000000096919.0, 2000000090702.0, 2000000065106.0, 2000000069623.0, 2000000094953.0, 2000000073521.0, 2000000088747.0, 2000000109701.0, 2000000100982.0, 2000000107752.0, 2000000107752.0, 2000000108339.0, 2000000084510.0, 2000000084510.0, 2000000084510.0, 2000000061689.0, 2000000108278.0, 2000000099989.0, 2000000104256.0, 2000000084510.0, 2000000103808.0, 2000000085289.0, 2000000082004.0, 2000000099989.0, 2000000065229.0, 2000000103839.0, 2000000101293.0, 2000000081526.0, 2000000104850.0, 2000000095271.0, 2000000090702.0, 2000000081496.0, 2000000062594.0, 2000000085289.0, 2000000096919.0, 2000000057613.0, 2000000084510.0, 2000000107912.0, 2000000109879.0, 2000000109848.0, 2000000103808.0, 2000000090702.0, 2000000081496.0, 2000000081496.0, 2000000084510.0, 2000000108339.0, 2000000098289.0, 2000000104256.0, 2000000081526.0, 2000000062594.0, 2000000095271.0, 2000000104256.0, 2000000095271.0, 2000000065229.0, 2000000103808.0, 2000000061689.0, 2000000081441.0, 2000000062594.0, 2000000109879.0, 2000000072890.0, 2000000081496.0, 2000000073651.0, 2000000105901.0, 2000000100401.0, 2000000096872.0, 2000000021133.0, 2000000087412.0, 2000000081519.0, 2000000096872.0, 2000000073705.0, 2000000073927.0, 2000000073927.0, 2000000073927.0, 2000000073927.0, 2000000073927.0, 2000000101248.0, 2000000106403.0, 2000000055480.0, 2000000081540.0, 2000000060170.0, 2000000054056.0, 2000000097374.0, 2000000102245.0, 2000000026442.0, 2000000055107.0, 2000000105932.0, 2000000073927.0, 2000000059464.0, 2000000096872.0, 2000000073927.0, 2000000073651.0, 2000000096872.0, 2000000073927.0, 2000000073927.0, 2000000073927.0, 2000000073927.0, 2000000094267.0, 2000000101613.0, 2000000102122.0, 2000000101613.0, 2000000102276.0, 2000000106557.0, 2000000096872.0, 2000000073927.0, 2000000062594.0, 2000000094984.0, 2000000044590.0, 2000000044712.0, 2000000109855.0, 2000000072647.0, 2000000108759.0, 2000000103006.0, 2000000011431.0, 2000000067407.0, 2000000062594.0, 2000000062594.0, 2000000111391.0, 2000000112541.0, 2000000112107.0, 2000000111421.0, 2000000107479.0, 2000000107561.0, 2000000112589.0, 2000000062594.0, 2000000113036.0, 2000000112602.0, 2000000113135.0, 2000000095097.0, 2000000060224.0, 2000000113579.0, 2000000061788.0, 2000000060682.0, 2000000044729.0, 2000000094984.0, 2000000084046.0, 2000000062594.0, 2000000111438.0, 2000000105499.0, 2000000060170.0, 2000000055107.0, 2000000114804.0, 2000000114187.0, 2000000113500.0, 2000000113494.0, 2000000111339.0, 2000000073927.0, 2000000062594.0, 2000000116136.0, 2000000114941.0, 2000000073927.0, 2000000113579.0, 2000000108278.0, 2000000113579.0, 2000000062594.0, 2000000116532.0, 2000000115641.0, 2000000114941.0, 2000000114187.0, 2000000113890.0, 2000000113463.0, 2000000113586.0, 2000000113715.0, 2000000105185.0, 2000000113579.0, 2000000085289.0, 2000000064703.0, 2000000081335.0, 2000000059426.0, 2000000113579.0, 2000000115245.0, 2000000115214.0, 2000000111339.0, 2000000062594.0, 2000000081441.0]",209.0,,,,
1609429037995946347,2,[2000000086941.0],1.0,,,,
1634388778579609546,5,"[2000000090610.0, 2000000042558.0]",2.0,,,,
1634388826713405780,1,,,,,,
1627131067441715416,3,[2000000107592.0],1.0,,,,
163438935963433466,1,,,,,,
1634389219982283398,1,,,,,,
1634389918553030929,4,[2000000088778.0],1.0,,,,
1634390113389477172,27,"[2000000096872.0, 2000000077789.0, 2000000103754.0, 2000000093239.0, 2000000028293.0, 2000000101958.0]",6.0,,,,
1634390152613683865,5,,,,,,
1632167239717244047,1,,,,,,
16343872411073463504,1,[2000000103167.0],1.0,,,,
163427841879217269,5,,,,,,
1620319239861782924,125,"[2000000108148.0, 2000000107752.0, 2000000110424.0, 2000000111445.0, 2000000111230.0, 2000000109961.0, 2000000112084.0, 2000000111391.0, 2000000110905.0, 2000000107417.0, 2000000106519.0, 2000000103259.0, 2000000111360.0, 2000000111865.0, 2000000001203.0, 2000000109121.0, 2000000073675.0, 2000000077826.0, 2000000091839.0, 2000000048413.0, 2000000067827.0, 2000000023625.0, 2000000067995.0, 2000000064093.0, 2000000113456.0, 2000000113746.0, 2000000115900.0, 2000000113623.0, 2000000071015.0, 2000000032375.0, 2000000118208.0]",31.0,,,,
16092697281052466257,1085,"[2000000063430.0, 2000000067995.0, 2000000067995.0, 2000000104331.0, 2000000104331.0, 2000000063430.0, 2000000104331.0, 2000000104331.0, 2000000105222.0, 2000000095486.0, 2000000067698.0, 2000000060521.0, 2000000077789.0, 2000000076294.0, 2000000073200.0, 2000000049809.0, 2000000081267.0, 2000000021935.0, 2000000081267.0, 2000000077789.0, 2000000057972.0, 2000000077789.0, 2000000072647.0, 2000000108247.0, 2000000107752.0, 2000000068053.0, 2000000108247.0, 2000000072647.0, 2000000102733.0, 2000000105222.0, 2000000104973.0, 2000000100968.0, 2000000103716.0, 2000000103716.0, 2000000074948.0, 2000000105581.0, 2000000079660.0, 2000000107844.0, 2000000064789.0, 2000000105048.0, 2000000100401.0, 2000000108797.0, 2000000104973.0, 2000000108797.0, 2000000102689.0, 2000000102092.0, 2000000100012.0, 2000000100012.0, 2000000107837.0, 2000000107233.0, 2000000108223.0, 2000000104973.0, 2000000107844.0, 2000000103716.0, 2000000103716.0, 2000000102689.0, 2000000100968.0, 2000000102092.0, 2000000100968.0, 2000000064789.0, 2000000072647.0, 2000000100012.0, 2000000107837.0, 2000000100760.0, 2000000049809.0, 2000000077512.0, 2000000101927.0, 2000000108506.0, 2000000108728.0, 2000000107752.0, 2000000108483.0, 2000000097244.0, 2000000068350.0, 2000000058443.0, 2000000058443.0, 2000000069111.0, 2000000043036.0, 2000000068350.0, 2000000069111.0, 2000000043036.0, 2000000068350.0, 2000000069111.0, 2000000023168.0, 2000000058443.0, 2000000023168.0, 2000000068350.0, 2000000108612.0, 2000000039671.0, 2000000094281.0, 2000000077796.0, 2000000071343.0, 2000000064512.0, 2000000074832.0, 2000000104782.0, 2000000072241.0, 2000000085241.0, 2000000030623.0, 2000000057903.0, 2000000077789.0, 2000000097312.0, 2000000097831.0, 2000000105048.0, 2000000101019.0, 2000000106366.0, 2000000106090.0, 2000000105932.0, 2000000105109.0, 2000000104898.0, 2000000106465.0, 2000000106502.0, 2000000082257.0, 2000000030623.0, 2000000074030.0, 2000000086934.0, 2000000074030.0, 2000000030623.0, 2000000097374.0, 2000000097374.0, 2000000086934.0, 2000000082257.0, 2000000030623.0, 2000000086934.0, 2000000030623.0, 2000000082257.0, 2000000095981.0, 2000000103266.0, 2000000095981.0, 2000000055527.0, 2000000048604.0, 2000000048604.0, 2000000048604.0, 2000000055527.0, 2000000057712.0, 2000000062662.0, 2000000055527.0, 2000000057712.0, 2000000082257.0, 2000000028507.0, 2000000079691.0, 2000000027654.0, 2000000047409.0, 2000000028606.0, 2000000028606.0, 2000000028606.0, 2000000082257.0, 2000000056814.0, 2000000073538.0, 2000000073200.0, 2000000093383.0, 2000000100982.0, 2000000077789.0, 2000000092928.0, 2000000104010.0, 2000000104379.0, 2000000066998.0, 2000000098340.0, 2000000063096.0, 2000000073088.0, 2000000104379.0, 2000000104331.0, 2000000049809.0, 2000000073200.0, 2000000021935.0, 2000000076294.0, 2000000076294.0, 2000000047409.0, 2000000028606.0, 2000000076294.0, 2000000049809.0, 2000000028507.0, 2000000047409.0, 2000000028606.0, 2000000021935.0, 2000000106533.0, 2000000021935.0, 2000000027654.0, 2000000049809.0, 2000000073200.0, 2000000027654.0, 2000000028507.0, 2000000073200.0, 2000000104331.0, 2000000104430.0, 2000000088327.0, 2000000067629.0, 2000000073408.0, 2000000072906.0, 2000000073408.0, 2000000093123.0, 2000000106717.0, 2000000068053.0, 2000000072906.0, 2000000073408.0, 2000000088327.0, 2000000104386.0, 2000000067629.0, 2000000073408.0, 2000000106717.0, 2000000088327.0, 2000000067629.0, 2000000093123.0, 2000000104386.0, 2000000109503.0, 2000000079660.0, 2000000108155.0, 2000000023168.0, 2000000109299.0, 2000000104331.0, 2000000106496.0, 2000000109442.0, 2000000108797.0, 2000000089591.0, 2000000089591.0, 2000000109114.0, 2000000109794.0, 2000000109213.0, 2000000058528.0, 2000000090146.0, 2000000063461.0, 2000000099026.0, 2000000068053.0, 2000000058573.0, 2000000110103.0, 2000000109107.0, 2000000110103.0, 2000000109794.0, 2000000058573.0, 2000000090146.0, 2000000063461.0, 2000000099026.0, 2000000109213.0, 2000000063461.0, 2000000109114.0, 2000000068053.0, 2000000058528.0, 2000000058528.0, 2000000111056.0, 2000000112336.0, 2000000111964.0, 2000000111858.0, 2000000110691.0, 2000000112497.0, 2000000107073.0, 2000000110936.0, 2000000112299.0, 2000000111865.0, 2000000111667.0, 2000000112077.0, 2000000110936.0, 2000000109466.0, 2000000112015.0, 2000000111650.0, 2000000076331.0, 2000000059204.0, 2000000111698.0, 2000000107134.0, 2000000065724.0, 2000000060743.0, 2000000111858.0, 2000000110691.0, 2000000112497.0, 2000000107134.0, 2000000112497.0, 2000000110936.0, 2000000111056.0, 2000000111858.0, 2000000109466.0, 2000000112077.0, 2000000112336.0, 2000000107073.0, 2000000111865.0, 2000000107134.0, 2000000111964.0, 2000000111698.0, 2000000076331.0, 2000000065724.0, 2000000060743.0, 2000000111667.0, 2000000111650.0, 2000000107073.0, 2000000059204.0, 2000000107073.0, 2000000111698.0, 2000000112497.0, 2000000098005.0, 2000000110646.0, 2000000110530.0, 2000000068718.0, 2000000064659.0, 2000000072661.0, 2000000053776.0, 2000000113791.0, 2000000109855.0, 2000000113364.0, 2000000107073.0, 2000000113364.0, 2000000109855.0, 2000000102733.0, 2000000113791.0, 2000000113791.0, 2000000097312.0, 2000000065632.0, 2000000075860.0, 2000000067704.0, 2000000073538.0, 2000000067704.0, 2000000051499.0, 2000000018614.0, 2000000089164.0, 2000000000626.0, 2000000097923.0, 2000000104379.0, 2000000103440.0, 2000000097060.0, 2000000103440.0, 2000000104379.0, 2000000045733.0, 2000000094779.0, 2000000097312.0, 2000000096148.0, 2000000104379.0, 2000000104379.0, 2000000096148.0, 2000000097312.0, 2000000088266.0, 2000000097053.0, 2000000103440.0, 2000000088655.0, 2000000088655.0, 2000000065168.0, 2000000073408.0, 2000000088655.0, 2000000065168.0, 2000000073408.0, 2000000073446.0, 2000000062389.0, 2000000065168.0, 2000000073408.0, 2000000062389.0, 2000000096827.0, 2000000088655.0, 2000000103440.0, 2000000098289.0, 2000000062341.0, 2000000027227.0, 2000000062341.0, 2000000103440.0, 2000000027227.0, 2000000099590.0, 2000000081892.0, 2000000082318.0, 2000000070568.0, 2000000075051.0, 2000000061580.0, 2000000099644.0, 2000000090047.0, 2000000070568.0, 2000000067964.0, 2000000098289.0, 2000000097794.0, 2000000097053.0, 2000000097060.0, 2000000095264.0, 2000000083247.0, 2000000081892.0, 2000000075051.0, 2000000051499.0, 2000000086897.0, 2000000059655.0, 2000000104386.0, 2000000058344.0, 2000000104386.0, 2000000082318.0, 2000000061580.0, 2000000099644.0, 2000000067964.0, 2000000090047.0, 2000000070568.0, 2000000075051.0, 2000000058344.0, 2000000082073.0, 2000000057217.0, 2000000104386.0, 2000000091365.0, 2000000082073.0, 2000000097923.0, 2000000099590.0, 2000000067964.0, 2000000055480.0, 2000000097923.0, 2000000090351.0, 2000000091365.0, 2000000090351.0, 2000000097923.0, 2000000090399.0, 2000000057026.0, 2000000099729.0, 2000000086996.0, 2000000097060.0, 2000000086996.0, 2000000050966.0, 2000000038780.0, 2000000093130.0, 2000000090252.0, 2000000064352.0, 2000000023465.0, 2000000090399.0, 2000000090399.0, 2000000064352.0, 2000000054797.0, 2000000049281.0, 2000000045702.0, 2000000064352.0, 2000000050966.0, 2000000090351.0, 2000000023465.0, 2000000063089.0, 2000000098340.0, 2000000103747.0, 2000000114347.0, 2000000103273.0, 2000000101712.0, 2000000105031.0, 2000000061795.0, 2000000082837.0, 2000000028453.0, 2000000107073.0, 2000000109466.0, 2000000007397.0, 2000000113302.0, 2000000079882.0, 2000000105031.0, 2000000061795.0, 2000000082837.0, 2000000028453.0, 2000000107073.0, 2000000007397.0, 2000000113302.0, 2000000079882.0, 2000000109466.0, 2000000107073.0, 2000000109084.0, 2000000109466.0, 2000000109084.0, 2000000102931.0, 2000000109084.0, 2000000109466.0, 2000000116136.0, 2000000116020.0, 2000000115863.0, 2000000115900.0, 2000000115726.0, 2000000115733.0, 2000000115627.0, 2000000115115.0, 2000000073200.0, 2000000114347.0, 2000000114347.0, 2000000114347.0, 2000000104386.0, 2000000064512.0, 2000000117690.0, 2000000117690.0, 2000000117584.0, 2000000117584.0, 2000000113241.0, 2000000113241.0, 2000000117584.0, 2000000113241.0, 2000000099347.0, 2000000099347.0, 2000000099347.0, 2000000117973.0, 2000000117690.0, 2000000117973.0]",475.0,,,,
1634389332825640189,2,,,,,,
163439024180871881,1,[2000000029740.0],1.0,,,,
1634391095563987931,7,"[2000000101194.0, 2000000101194.0, 2000000107059.0]",3.0,,,,
1605538134179871988,91,"[2000000070650.0, 2000000070650.0, 2000000070650.0, 2000000107738.0, 2000000070650.0, 2000000107837.0, 2000000108797.0, 2000000095059.0, 2000000003528.0, 2000000070650.0, 2000000095059.0, 2000000104355.0, 2000000109749.0, 2000000070650.0, 2000000104973.0, 2000000103075.0, 2000000107196.0, 2000000101408.0, 2000000106311.0, 2000000102658.0, 2000000104973.0, 2000000072647.0, 2000000075846.0, 2000000110325.0, 2000000070650.0]",25.0,,,,
1628186816528665055,19,"[2000000089881.0, 2000000098067.0, 2000000096087.0, 2000000090177.0, 2000000086941.0, 2000000106465.0, 2000000104898.0, 2000000101682.0, 2000000101804.0, 2000000047225.0, 2000000105109.0, 2000000106090.0, 2000000063096.0, 2000000095653.0, 2000000063355.0, 2000000061894.0, 2000000016993.0, 2000000106366.0, 2000000105932.0]",19.0,,,,
