brand,Группа категорий,id,id_s,total_views,mean_views,view_times
Kapital,Штаны и брюки,1,['2000000074818'],0,0.0,[]
Karl Lagerfeld,Сумки и кошельки,1,['2000000114293'],0,0.0,[]
Kenzo,Джемперы и свитеры,1,['2000000101309'],0,0.0,[]
Kenzo,Пиджаки и жилеты,1,['2000000060033'],0,0.0,[]
08sircus,Пиджаки и жилеты,1,['2000000109763'],0,0.0,[]
Kim Jones,Кроссовки и кеды,1,['2000000102740'],0,0.0,[]
Lacoste,Джемперы и свитеры,1,['2000000090085'],0,0.0,[]
Kiminori Morishita,Футболки и лонгсливы,1,['2000000081526'],0,0.0,[]
King Baby,Украшения и другое,1,['2000000114378'],0,0.0,[]
Kiton,Пиджаки и жилеты,1,['2000000078878'],0,0.0,[]
Kiton,Свитшоты и худи,1,['2000000116273'],0,0.0,[]
Kiton,Штаны и брюки,1,['2000000078908'],0,0.0,[]
Klasica Japan,Пиджаки и жилеты,1,['2000000074801'],0,0.0,[]
Kolor,Куртки и пуховики,1,['2000000112077'],0,0.0,[]
Kolor,Пальто и плащи,1,['2000000064307'],0,0.0,[]
Kolor,Пиджаки и жилеты,1,['2000000030173'],0,0.0,[]
Kolor,Футболки и лонгсливы,1,['2000000075402'],0,0.0,[]
Ktz,Штаны и брюки,1,['2000000076768'],0,0.0,[]
L. B. M. 1911,Пальто и плащи,1,['2000000110943'],0,0.0,[]
Label Under Construction,Джемперы и свитеры,1,['2000000008240'],0,0.0,[]
MM6,Куртки и пуховики,1,['2000000089447'],0,0.0,[]
MM6,"Шарфы, платки, перчатки",1,['2000000109848'],0,0.0,[]
Julius,Футболки и лонгсливы,1,['2000000075426'],0,0.0,[]
MONTBLANC,Украшения и другое,1,['2000000114354'],0,0.0,[]
Miharayasuhiro,Джемперы и свитеры,1,['2000000118635'],0,0.0,[]
Miharayasuhiro,Пальто и плащи,1,['2000000095608'],0,0.0,[]
Miharayasuhiro,Пиджаки и жилеты,1,['2000000115382'],0,0.0,[]
Miharayasuhiro,Сандалии и тапочки,1,['2000000009155'],0,0.0,[]
Miharayasuhiro,Свитшоты и худи,1,['2000000075341'],0,0.0,[]
Miharayasuhiro,Футболки и лонгсливы,1,['2000000095271'],0,0.0,[]
Miharayasuhiro,Шорты и плавки,1,['2000000095325'],0,0.0,[]
Mira Mikati,Деним,1,['2000000091655'],0,0.0,[]
Miu Miu,Куртки и пуховики,1,['2000000083056'],0,0.0,[]
Miu Miu,Пальто и плащи,1,['2000000074337'],0,0.0,[]
Miu Miu,Рубашки,1,['2000000108902'],0,0.0,[]
Miu Miu,Сумки и кошельки,1,['2000000111841'],0,0.0,[]
Miu Miu,Украшения и другое,1,['2000000114323'],0,0.0,[]
Moncler,Пальто и плащи,1,['2000000111742'],0,0.0,[]
Moncler,Свитшоты и худи,1,['2000000113302'],0,0.0,[]
Moncler,Сумки и кошельки,1,['2000000110059'],0,0.0,[]
Moorer,Куртки и пуховики,1,['2000000108179'],0,0.0,[]
Moschino,Пальто и плащи,1,['2000000102931'],0,0.0,[]
Moschino,Рубашки,1,['2000000046945'],0,0.0,[]
Mr. Saturday,Штаны и брюки,1,['2000000101699'],0,0.0,[]
Msgm,Пальто и плащи,1,['2000000074429'],0,0.0,[]
Msgm,Рубашки,1,['2000000102207'],0,0.0,[]
Msgm,Шорты и плавки,1,['2000000076362'],0,0.0,[]
Mykita,Очки,1,['2000000083155'],0,0.0,[]
N. Hoolywood,Куртки и пуховики,1,['2000000060644'],0,0.0,[]
N. Hoolywood,Пальто и плащи,1,['2000000034072'],0,0.0,[]
N.Tyler,"Галстуки, запонки, носки",1,['2000000029405'],0,0.0,[]
NINA DONIS,Пальто и плащи,1,['2000000109244'],0,0.0,[]
Nanamica,Штаны и брюки,1,['2000000097015'],0,0.0,[]
Miharayasuhiro,Деним,1,['2000000076591'],0,0.0,[]
Miharayasuhiro,Головные уборы,1,['2000000118994'],0,0.0,[]
Midnight Studios,Штаны и брюки,1,['2000000105116'],0,0.0,[]
Marc Jacobs,Шорты и плавки,1,['2000000109275'],0,0.0,[]
Ma+,Кожаные куртки,1,['2000000102788'],0,0.0,[]
Ma+,Штаны и брюки,1,['2000000103815'],0,0.0,[]
Maharishi,Куртки и пуховики,1,['2000000085241'],0,0.0,[]
Maharishi,Шорты и плавки,1,['2000000043319'],0,0.0,[]
Maison Kitsune,Джемперы и свитеры,1,['2000000109459'],0,0.0,[]
Maison Kitsune,Свитшоты и худи,1,['2000000112671'],0,0.0,[]
Maison Margiela,"Галстуки, запонки, носки",1,['2000000008752'],0,0.0,[]
Maison Margiela,Очки,1,['2000000068800'],0,0.0,[]
Maison Margiela,Сандалии и тапочки,1,['2000000091372'],0,0.0,[]
Maison Margiela,Украшения и другое,1,['2000000029849'],0,0.0,[]
Maison Margiela,"Шарфы, платки, перчатки",1,['2000000068916'],0,0.0,[]
Marc By Marc Jacobs,Ботинки и сапоги,1,['2000000026442'],0,0.0,[]
Marc By Marc Jacobs,Куртки и пуховики,1,['2000000104959'],0,0.0,[]
Marcelo Burlon,Свитшоты и худи,1,['2000000046235'],0,0.0,[]
Midnight Studios,Свитшоты и худи,1,['2000000097923'],0,0.0,[]
Marcelo Burlon,Футболки и лонгсливы,1,['2000000104027'],0,0.0,[]
Marcelo Burlon,Штаны и брюки,1,['2000000090450'],0,0.0,[]
Marni,Джемперы и свитеры,1,['2000000102689'],0,0.0,[]
Marni,Штаны и брюки,1,['2000000074566'],0,0.0,[]
Marsell,Сумки и кошельки,1,['2000000101149'],0,0.0,[]
Martine Rose,Кожаные куртки,1,['2000000109756'],0,0.0,[]
Martine Rose,Свитшоты и худи,1,['2000000105857'],0,0.0,[]
Masnada,Рубашки,1,['2000000054322'],0,0.0,[]
Masnada,Штаны и брюки,1,['2000000085357'],0,0.0,[]
Mastermind World,Головные уборы,1,['2000000096780'],0,0.0,[]
Mastermind World,Футболки и лонгсливы,1,['2000000115771'],0,0.0,[]
Matematik,Свитшоты и худи,1,['2000000116938'],0,0.0,[]
Matsuda,Очки,1,['2000000094533'],0,0.0,[]
Julius 7,Штаны и брюки,1,['2000000106663'],0,0.0,[]
Julius,Украшения и другое,1,['2000000108759'],0,0.0,[]
Fear of God,Деним,1,['2000000105437'],0,0.0,[]
Heikki Salonen,"Шарфы, платки, перчатки",1,['2000000079509'],0,0.0,[]
Gosha Rubchinskiy,Куртки и пуховики,1,['2000000114361'],0,0.0,[]
Gosha Rubchinskiy,Пальто и плащи,1,['2000000088235'],0,0.0,[]
Gosha Rubchinskiy,Рубашки,1,['2000000104782'],0,0.0,[]
Gosha Rubchinskiy,Свитшоты и худи,1,['2000000104812'],0,0.0,[]
Gosha Rubchinskiy,Штаны и брюки,1,['2000000081571'],0,0.0,[]
Greg Lauren,Джемперы и свитеры,1,['2000000054797'],0,0.0,[]
Greg Lauren,Кожаные куртки,1,['2000000108285'],0,0.0,[]
Greg Lauren,Пиджаки и жилеты,1,['2000000050546'],0,0.0,[]
Grunge John Orchestra,Куртки и пуховики,1,['2000000079882'],0,0.0,[]
Gucci,"Галстуки, запонки, носки",1,['2000000017174'],0,0.0,[]
Gucci,Головные уборы,1,['2000000115481'],0,0.0,[]
Gucci,Деним,1,['2000000097947'],0,0.0,[]
Gucci,Очки,1,['2000000068794'],0,0.0,[]
Gucci,Пальто и плащи,1,['2000000112329'],0,0.0,[]
Gucci,Сандалии и тапочки,1,['2000000090931'],0,0.0,[]
Gucci,Шорты и плавки,1,['2000000019932'],0,0.0,[]
Guidi,Сандалии и тапочки,1,['2000000108162'],0,0.0,[]
Guilty Parties,Деним,1,['2000000107578'],0,0.0,[]
Guilty Parties,Джемперы и свитеры,1,['2000000048604'],0,0.0,[]
Guilty Parties,Куртки и пуховики,1,['2000000028743'],0,0.0,[]
Guilty Parties,Пальто и плащи,1,['2000000022499'],0,0.0,[]
Guilty Parties,Свитшоты и худи,1,['2000000086347'],0,0.0,[]
Haider Ackermann,Головные уборы,1,['2000000119038'],0,0.0,[]
Haider Ackermann,Кожаные куртки,1,['2000000006109'],0,0.0,[]
Haider Ackermann,Шорты и плавки,1,['2000000047447'],0,0.0,[]
Hannes Roether,Пиджаки и жилеты,1,['2000000015576'],0,0.0,[]
Hannes Roether,Футболки и лонгсливы,1,['2000000101293'],0,0.0,[]
Hapter,Очки,1,['2000000087658'],0,0.0,[]
Hedi Slimane,Кожаные куртки,1,['2000000061474'],0,0.0,[]
Givenchy,Украшения и другое,1,['2000000083872'],0,0.0,[]
Givenchy,Сандалии и тапочки,1,['2000000091969'],0,0.0,[]
Givenchy,Деним,1,['2000000059969'],0,0.0,[]
Fred Perry,Рубашки,1,['2000000015460'],0,0.0,[]
Fear of God,Кроссовки и кеды,1,['2000000004549'],0,0.0,[]
Fear of God,Куртки и пуховики,1,['2000000116051'],0,0.0,[]
Fear of God,Туфли,1,['2000000095967'],0,0.0,[]
Fear of God,Футболки и лонгсливы,1,['2000000016139'],0,0.0,[]
Fear of God,Шорты и плавки,1,['2000000016122'],0,0.0,[]
Fendi,Деним,1,['2000000082776'],0,0.0,[]
Fendi,Джемперы и свитеры,1,['2000000111599'],0,0.0,[]
Fendi,Куртки и пуховики,1,['2000000113418'],0,0.0,[]
Fendi,Свитшоты и худи,1,['2000000097091'],0,0.0,[]
Fila,Кроссовки и кеды,1,['2000000089751'],0,0.0,[]
Folk,Куртки и пуховики,1,['2000000098876'],0,0.0,[]
Frankie Morello,Пиджаки и жилеты,1,['2000000004617'],0,0.0,[]
Frankie Morello,Ремни,1,['2000000095141'],0,0.0,[]
Fucking Awesome,Свитшоты и худи,1,['2000000104041'],0,0.0,[]
Giuliano Fujiwara,Очки,1,['2000000028477'],0,0.0,[]
Fucking Awesome,Футболки и лонгсливы,1,['2000000088808'],0,0.0,[]
Full Count & Co.,Рубашки,1,['2000000015507'],0,0.0,[]
GRBPWR,"Шарфы, платки, перчатки",1,['2000000085142'],0,0.0,[]
Gallery Dept.,Деним,1,['2000000095653'],0,0.0,[]
Gallery Dept.,Шорты и плавки,1,['2000000091204'],0,0.0,[]
Garcons Infideles,Джемперы и свитеры,1,['2000000116594'],0,0.0,[]
Gareth Pugh,Украшения и другое,1,['2000000066608'],0,0.0,[]
Gcds   In Goal We Trust,Пальто и плащи,1,['2000000086026'],0,0.0,[]
Gcds   In Goal We Trust,Шорты и плавки,1,['2000000094915'],0,0.0,[]
Gemma.H Uomo,Пальто и плащи,1,['2000000079646'],0,0.0,[]
Giorgio Armani,Пиджаки и жилеты,1,['2000000084367'],0,0.0,[]
Giorgio Brato,Свитшоты и худи,1,['2000000103808'],0,0.0,[]
Giorgio Brato,Сумки и кошельки,1,['2000000113142'],0,0.0,[]
Heikki Salonen,Рубашки,1,['2000000063218'],0,0.0,[]
Heliot Emil,Футболки и лонгсливы,1,['2000000105185'],0,0.0,[]
Julius,Сумки и кошельки,1,['2000000059204'],0,0.0,[]
Hender Scheme,Сандалии и тапочки,1,['2000000049946'],0,0.0,[]
Jacquemus,Рубашки,1,['2000000067964'],0,0.0,[]
James Perse ,Штаны и брюки,1,['2000000022406'],0,0.0,[]
Jean Baptiste Rautureau,Ботинки и сапоги,1,['2000000111292'],0,0.0,[]
Jean Paul Gaultier,Джемперы и свитеры,1,['2000000116464'],0,0.0,[]
Jean Paul Gaultier,Футболки и лонгсливы,1,['2000000108575'],0,0.0,[]
Jeremy Scott,Штаны и брюки,1,['2000000112633'],0,0.0,[]
Jil Sander,Головные уборы,1,['2000000119168'],0,0.0,[]
Jil Sander,Пальто и плащи,1,['2000000109107'],0,0.0,[]
Jil Sander,Туфли,1,['2000000110394'],0,0.0,[]
Jil Sander,Штаны и брюки,1,['2000000064550'],0,0.0,[]
Jimmy Choo,Кроссовки и кеды,1,['2000000082530'],0,0.0,[]
Jimmy Choo,Свитшоты и худи,1,['2000000110899'],0,0.0,[]
Jimmy Choo,Сумки и кошельки,1,['2000000103020'],0,0.0,[]
Jimmy Choo,Туфли,1,['2000000060200'],0,0.0,[]
John Alexander Skelton,Пиджаки и жилеты,1,['2000000083643'],0,0.0,[]
John Bull,Штаны и брюки,1,['2000000015101'],0,0.0,[]
John Galliano,Пальто и плащи,1,['2000000087047'],0,0.0,[]
John Galliano,Футболки и лонгсливы,1,['2000000107288'],0,0.0,[]
John Richmond,Пиджаки и жилеты,1,['2000000010731'],0,0.0,[]
John Undercover,Куртки и пуховики,1,['2000000097978'],0,0.0,[]
John Varvatos,Джемперы и свитеры,1,['2000000120539'],0,0.0,[]
John Varvatos,Свитшоты и худи,1,['2000000120553'],0,0.0,[]
John Varvatos,Футболки и лонгсливы,1,['2000000088105'],0,0.0,[]
John Varvatos,Штаны и брюки,1,['2000000120546'],0,0.0,[]
Jordan Brand,Футболки и лонгсливы,1,['2000000090412'],0,0.0,[]
Jordan Brand,Штаны и брюки,1,['2000000094496'],0,0.0,[]
Julius,Ботинки и сапоги,1,['2000000060729'],0,0.0,[]
Julius,Кожаные куртки,1,['2000000106717'],0,0.0,[]
Julius,Свитшоты и худи,1,['2000000103556'],0,0.0,[]
Jacquemus,Джемперы и свитеры,1,['2000000114248'],0,0.0,[]
JORDAN,Кроссовки и кеды,1,['2000000072616'],0,0.0,[]
J.W.Anderson,Футболки и лонгсливы,1,['2000000067841'],0,0.0,[]
Humble,Футболки и лонгсливы,1,['2000000055701'],0,0.0,[]
Henrik Vibskov,Свитшоты и худи,1,['2000000073224'],0,0.0,[]
Henrik Vibskov,Штаны и брюки,1,['2000000091594'],0,0.0,[]
Hermes,Ремни,1,['2000000114644'],0,0.0,[]
Heron Preston,Куртки и пуховики,1,['2000000076294'],0,0.0,[]
Homme Plissé Issey Miyake,Пальто и плащи,1,['2000000089652'],0,0.0,[]
Homme Plissé Issey Miyake,Штаны и брюки,1,['2000000078496'],0,0.0,[]
Hood By Air,Свитшоты и худи,1,['2000000090382'],0,0.0,[]
Hood By Air,Футболки и лонгсливы,1,['2000000090306'],0,0.0,[]
Hood By Air,Штаны и брюки,1,['2000000053479'],0,0.0,[]
House Of Holland,Пальто и плащи,1,['2000000107738'],0,0.0,[]
Hugo Boss,Деним,1,['2000000064987'],0,0.0,[]
Hugo Boss,Кожаные куртки,1,['2000000110448'],0,0.0,[]
Hugo Boss,Пальто и плащи,1,['2000000109138'],0,0.0,[]
Hysteric Glamour ,Деним,1,['2000000094977'],0,0.0,[]
J.W.Anderson,Рубашки,1,['2000000111360'],0,0.0,[]
Iceberg,Куртки и пуховики,1,['2000000112626'],0,0.0,[]
Iceberg,"Шарфы, платки, перчатки",1,['2000000007311'],0,0.0,[]
If Six Was Nine,Рубашки,1,['2000000089355'],0,0.0,[]
If Six Was Nine,Футболки и лонгсливы,1,['2000000113586'],0,0.0,[]
Inaisce,Куртки и пуховики,1,['2000000059372'],0,0.0,[]
Individual Sentiments,Джемперы и свитеры,1,['2000000007397'],0,0.0,[]
Individual Sentiments,Футболки и лонгсливы,1,['2000000115702'],0,0.0,[]
Individual Sentiments,Штаны и брюки,1,['2000000081236'],0,0.0,[]
Isaac Sellam Experience,Шорты и плавки,1,['2000000102269'],0,0.0,[]
Isabel Benenato,Пальто и плащи,1,['2000000054094'],0,0.0,[]
Isabel Benenato,Пиджаки и жилеты,1,['2000000102757'],0,0.0,[]
Issey Miyake,Пиджаки и жилеты,1,['2000000106731'],0,0.0,[]
Issey Miyake,Рубашки,1,['2000000032375'],0,0.0,[]
Рассвет,Футболки и лонгсливы,1,['2000000118239'],0,0.0,[]
